T1_H_Win_per,T1_A_Win_per,T1_T_WIn_Per,T1_Margin_per_game,T1_Ast_per_game,T1_Blk_per_game,T1_TS_per_game,T1_TR_per_game,T1_OR_per_game,T1_Stl_per_game,T1_TOVP_per_game,T1_Tier,T1_Seed,T2_H_Win_per,T2_A_Win_per,T2_T_WIn_Per,T2_Margin_per_game,T2_Ast_per_game,T2_Blk_per_game,T2_TS_per_game,T2_TR_per_game,T2_OR_per_game,T2_Stl_per_game,T2_TOVP_per_game,T2_Tier,T2_Seed,Output
1,0.333333333,0.8,11.56666667,13.83333333,5.133333333,0.569149788,36.86666667,13.76666667,8.5,16.28272648,1,3,0.928571429,0.777777778,0.766666667,14.96666667,16.73333333,4.9,0.559316742,41.2,14.3,10.13333333,16.96819474,1,2,0
0.8,0.384615385,0.62962963,2.222222222,14.03703704,5.259259259,0.552122371,38.03703704,14,10.7037037,20.62900399,2,15,1,0.636363636,0.827586207,10.79310345,14.5862069,4.379310345,0.569347702,41.68965517,14.75862069,6.413793103,17.89407455,1,2,0
0.9375,0.7,0.774193548,11.22580645,16.41935484,4.096774194,0.585930913,35.06451613,10.80645161,7.774193548,17.0864854,1,2,0.875,0.333333333,0.612903226,6.258064516,13.61290323,3.709677419,0.555030595,34.93548387,10.67741935,6.387096774,19.30662116,2,7,0
0.9375,0.7,0.774193548,11.22580645,16.41935484,4.096774194,0.585930913,35.06451613,10.80645161,7.774193548,17.0864854,1,2,1,0.583333333,0.777777778,6.518518519,15.59259259,5.592592593,0.565790912,36.74074074,10.77777778,7.814814815,19.64524051,1,15,1
1,0.769230769,0.862068966,11.13793103,15.4137931,4.482758621,0.55612845,36.37931034,12.06896552,7.965517241,18.28744907,1,14,0.9375,0.7,0.821428571,10.71428571,16.32142857,3.642857143,0.589083197,37.17857143,13.10714286,6,16.83198012,1,3,0
1,0.333333333,0.8,14.03333333,18.26666667,3.1,0.58801972,35.13333333,9.733333333,7,16.99557842,1,4,0.875,0.4,0.709677419,8.903225806,16.90322581,5.64516129,0.56803406,38.25806452,11.38709677,7.451612903,15.39455928,2,5,0
1,0.333333333,0.8,14.03333333,18.26666667,3.1,0.58801972,35.13333333,9.733333333,7,16.99557842,1,4,1,0.416666667,0.741935484,6.677419355,14.19354839,3.548387097,0.564107822,35.41935484,12.16129032,7.064516129,18.88508737,2,13,1
0.916666667,0.181818182,0.625,3.53125,13.8125,5.34375,0.547855605,36.84375,11.21875,4.4375,15.09481017,2,7,1,0.636363636,0.866666667,15.76666667,17.76666667,4.1,0.589593928,36.66666667,11.3,8.066666667,19.17258153,1,2,0
0.727272727,0.466666667,0.59375,0.84375,13.375,1.8125,0.560809365,32.59375,11.6875,8.1875,19.86058774,2,16,0.923076923,0.909090909,0.90625,13.4375,16.1875,5.09375,0.574667131,37.03125,12.875,7.8125,17.30821731,1,1,0
0.928571429,0.777777778,0.766666667,14.96666667,16.73333333,4.9,0.559316742,41.2,14.3,10.13333333,16.96819474,1,2,0.9375,0.7,0.821428571,10.71428571,16.32142857,3.642857143,0.589083197,37.17857143,13.10714286,6,16.83198012,1,3,1
0.928571429,0.777777778,0.766666667,14.96666667,16.73333333,4.9,0.559316742,41.2,14.3,10.13333333,16.96819474,1,2,1,0.666666667,0.827586207,10.20689655,14.96551724,7.275862069,0.555912713,41.20689655,14.31034483,8.310344828,16.04080685,1,3,0
0.928571429,0.777777778,0.766666667,14.96666667,16.73333333,4.9,0.559316742,41.2,14.3,10.13333333,16.96819474,1,2,0.846153846,0.5,0.733333333,5.866666667,13.9,2,0.541856736,35,12.63333333,5.066666667,16.66353442,2,15,1
0.923076923,0.909090909,0.90625,13.4375,16.1875,5.09375,0.574667131,37.03125,12.875,7.8125,17.30821731,1,1,0.9375,0.7,0.821428571,10.71428571,16.32142857,3.642857143,0.589083197,37.17857143,13.10714286,6,16.83198012,1,3,0
0.923076923,0.909090909,0.90625,13.4375,16.1875,5.09375,0.574667131,37.03125,12.875,7.8125,17.30821731,1,1,0.933333333,0.636363636,0.766666667,6.733333333,13.2,3.766666667,0.565545707,33.33333333,10.13333333,4.666666667,17.72891239,1,9,1
0.923076923,0.909090909,0.90625,13.4375,16.1875,5.09375,0.574667131,37.03125,12.875,7.8125,17.30821731,1,1,0.941176471,0.545454545,0.75862069,12.03448276,13.31034483,2.827586207,0.568576006,32.86206897,10.31034483,6.965517241,14.47717743,1,5,1
0.888888889,0.25,0.677419355,10.32258065,16.38709677,4.161290323,0.57509681,35.12903226,10.61290323,8,17.81566764,2,8,0.933333333,0.333333333,0.642857143,6.5,12.25,2.928571429,0.545640454,33.85714286,10.39285714,7.178571429,17.44069309,2,9,0
0.777777778,0.8,0.793103448,8.413793103,13.86206897,3.896551724,0.561879942,34.62068966,11.31034483,9.172413793,17.19654093,1,14,1,0.666666667,0.827586207,10.20689655,14.96551724,7.275862069,0.555912713,41.20689655,14.31034483,8.310344828,16.04080685,1,3,0
0.9375,0.7,0.821428571,10.71428571,16.32142857,3.642857143,0.589083197,37.17857143,13.10714286,6,16.83198012,1,3,0.933333333,0.3,0.677419355,5.290322581,13.74193548,4.322580645,0.535295079,39.38709677,13.48387097,5.709677419,16.81400587,2,6,1
0.9375,0.7,0.821428571,10.71428571,16.32142857,3.642857143,0.589083197,37.17857143,13.10714286,6,16.83198012,1,3,1,0.636363636,0.866666667,15.76666667,17.76666667,4.1,0.589593928,36.66666667,11.3,8.066666667,19.17258153,1,2,1
0.875,0.5,0.678571429,13.92857143,18.89285714,6.607142857,0.555772781,40.5,13.75,10.89285714,16.29634912,2,6,0.875,0.333333333,0.612903226,6.258064516,13.61290323,3.709677419,0.555030595,34.93548387,10.67741935,6.387096774,19.30662116,2,7,0
0.875,0.5,0.678571429,13.92857143,18.89285714,6.607142857,0.555772781,40.5,13.75,10.89285714,16.29634912,2,6,0.916666667,0.666666667,0.8,11.76666667,14.66666667,1.9,0.555836514,33.1,9.966666667,9.2,15.11136588,1,11,1
0.875,0.5,0.678571429,13.92857143,18.89285714,6.607142857,0.555772781,40.5,13.75,10.89285714,16.29634912,2,6,0.933333333,0.833333333,0.833333333,12.26666667,16.4,3.033333333,0.559370895,39.43333333,13.93333333,5.466666667,15.77847189,1,3,1
0.875,0.333333333,0.612903226,6.258064516,13.61290323,3.709677419,0.555030595,34.93548387,10.67741935,6.387096774,19.30662116,2,7,1,0.555555556,0.785714286,10.17857143,14.5,3.857142857,0.54189733,42.32142857,16.17857143,6.392857143,15.62383703,1,1,0
0.933333333,0.3,0.677419355,5.290322581,13.74193548,4.322580645,0.535295079,39.38709677,13.48387097,5.709677419,16.81400587,2,6,1,0.615384615,0.8,6.433333333,13.56666667,3.2,0.562207186,33.3,10.83333333,7.966666667,15.72230158,1,11,1
0.875,0.4,0.709677419,8.903225806,16.90322581,5.64516129,0.56803406,38.25806452,11.38709677,7.451612903,15.39455928,2,5,1,0.6,0.766666667,7.166666667,17.1,3.6,0.576051566,34.53333333,11.53333333,8.8,18.16452273,1,12,1
0.9375,0.625,0.8,11,14.16666667,3.766666667,0.548500307,37.1,12.13333333,6.933333333,15.50783164,1,1,0.8,0.5625,0.666666667,1.533333333,10.26666667,2.9,0.557947204,37.23333333,12.96666667,8,22.83845739,2,16,1
0.9375,0.625,0.8,11,14.16666667,3.766666667,0.548500307,37.1,12.13333333,6.933333333,15.50783164,1,1,1,0.666666667,0.827586207,10.20689655,14.96551724,7.275862069,0.555912713,41.20689655,14.31034483,8.310344828,16.04080685,1,3,0
0.866666667,0.5,0.689655172,6.517241379,12.24137931,5.586206897,0.525088239,36.44827586,12.37931034,8.793103448,18.23447331,2,6,0.846153846,0.75,0.814814815,10.77777778,14.85185185,2.148148148,0.590402758,33.51851852,9.333333333,7.185185185,17.89956425,1,11,1
0.866666667,0.5,0.689655172,6.517241379,12.24137931,5.586206897,0.525088239,36.44827586,12.37931034,8.793103448,18.23447331,2,6,1,0.666666667,0.827586207,10.20689655,14.96551724,7.275862069,0.555912713,41.20689655,14.31034483,8.310344828,16.04080685,1,3,0
0.875,0.454545455,0.71875,8.25,17.46875,2.78125,0.578138466,35.875,11.375,8.03125,17.5714676,2,8,0.933333333,0.636363636,0.766666667,6.733333333,13.2,3.766666667,0.565545707,33.33333333,10.13333333,4.666666667,17.72891239,1,9,0
1,0.636363636,0.866666667,15.76666667,17.76666667,4.1,0.589593928,36.66666667,11.3,8.066666667,19.17258153,1,2,0.933333333,0.4375,0.677419355,4.096774194,16.09677419,2.806451613,0.57480786,34.35483871,12,7.516129032,18.39111096,2,15,1
0.933333333,0.333333333,0.642857143,6.5,12.25,2.928571429,0.545640454,33.85714286,10.39285714,7.178571429,17.44069309,2,9,1,0.555555556,0.785714286,10.17857143,14.5,3.857142857,0.54189733,42.32142857,16.17857143,6.392857143,15.62383703,1,1,0
0.615384615,0.6,0.607142857,3.107142857,16.39285714,3.428571429,0.575830255,37.89285714,11.53571429,5.392857143,21.77525478,2,13,0.823529412,0.7,0.741935484,5.290322581,14.64516129,3.35483871,0.540200414,38.87096774,13.74193548,5.516129032,17.54221554,2,4,0
1,0.666666667,0.827586207,10.20689655,14.96551724,7.275862069,0.555912713,41.20689655,14.31034483,8.310344828,16.04080685,1,3,1,0.555555556,0.785714286,10.17857143,14.5,3.857142857,0.54189733,42.32142857,16.17857143,6.392857143,15.62383703,1,1,1
1,0.555555556,0.785714286,10.17857143,14.5,3.857142857,0.54189733,42.32142857,16.17857143,6.392857143,15.62383703,1,1,0.833333333,0.125,0.448275862,-7.24137931,13.03448276,3,0.541824671,35.44827586,12.27586207,7.068965517,19.69649879,3,16,1
0.9,0.8,0.833333333,8.8,15.06666667,5.2,0.539243633,39.76666667,15.06666667,9.533333333,15.63515381,1,14,0.933333333,0.833333333,0.833333333,12.26666667,16.4,3.033333333,0.559370895,39.43333333,13.93333333,5.466666667,15.77847189,1,3,0
0.823529412,0.5,0.709677419,8.258064516,14.77419355,5,0.560673803,36.96774194,11.16129032,7.580645161,17.88876398,2,13,0.941176471,0.545454545,0.75862069,12.03448276,13.31034483,2.827586207,0.568576006,32.86206897,10.31034483,6.965517241,14.47717743,1,5,0
0.785714286,0.333333333,0.6,1.966666667,14.2,2.233333333,0.539818902,37.96666667,13.16666667,6.433333333,18.45505255,2,16,0.833333333,0.125,0.448275862,-7.24137931,13.03448276,3,0.541824671,35.44827586,12.27586207,7.068965517,19.69649879,3,16,0
1,0.75,0.862068966,7.034482759,14.27586207,0.655172414,0.579683083,33.10344828,10.34482759,6.75862069,16.22068966,1,12,0.941176471,0.545454545,0.75862069,12.03448276,13.31034483,2.827586207,0.568576006,32.86206897,10.31034483,6.965517241,14.47717743,1,5,0
1,0.615384615,0.785714286,9.75,13.25,1.642857143,0.614963965,21.5,6.142857143,7.785714286,18.10719384,1,11,0.857142857,0.3,0.642857143,7.607142857,18.35714286,1.142857143,0.552916789,40,15.35714286,9.607142857,17.35789201,2,6,0
0.733333333,0.4,0.586206897,4.75862069,11.86206897,0.206896552,0.557328844,35.31034483,11.31034483,6.448275862,17.2737604,2,8,0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0
0.733333333,0.4,0.586206897,4.75862069,11.86206897,0.206896552,0.557328844,35.31034483,11.31034483,6.448275862,17.2737604,2,8,0.928571429,0.846153846,0.862068966,8.379310345,14.10344828,2.482758621,0.53038209,35.4137931,13.20689655,10.27586207,15.2060062,1,9,1
0.733333333,0.4,0.586206897,4.75862069,11.86206897,0.206896552,0.557328844,35.31034483,11.31034483,6.448275862,17.2737604,2,8,1,0.909090909,0.966666667,13.23333333,16.36666667,4.166666667,0.579779659,36.3,11.1,6.366666667,17.90287686,1,1,1
0.733333333,0.4,0.586206897,4.75862069,11.86206897,0.206896552,0.557328844,35.31034483,11.31034483,6.448275862,17.2737604,2,8,0.823529412,0.666666667,0.75,6.107142857,15.35714286,3.714285714,0.528644106,38.64285714,13.92857143,7.892857143,15.72304845,2,5,1
0.636363636,0.357142857,0.533333333,0.833333333,10.26666667,0.666666667,0.526141482,34.46666667,11.7,7.066666667,22.44297355,2,16,0.933333333,0.8,0.84375,14.78125,14.25,4.9375,0.580230827,36.25,13.40625,9.34375,17.06685936,1,1,0
0.866666667,0.5,0.689655172,9.103448276,18.89655172,1.931034483,0.588718769,39.5862069,13.89655172,6.965517241,16.68334931,2,9,0.866666667,0.5,0.678571429,7.821428571,13.25,1.785714286,0.554129885,37.10714286,11.78571429,6.785714286,16.73890182,2,8,0
0.8125,0.5,0.71875,5,15.90625,1.40625,0.538086689,36.53125,12.8125,7.03125,17.24163801,2,6,0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,0
0.8125,0.5,0.71875,5,15.90625,1.40625,0.538086689,36.53125,12.8125,7.03125,17.24163801,2,6,0.933333333,0.545454545,0.741935484,7.290322581,12.80645161,2.161290323,0.572104995,34.64516129,10.64516129,4.451612903,20.05918158,2,11,1
1,0.416666667,0.703703704,6.814814815,14.66666667,1.555555556,0.584975353,33.40740741,9.962962963,7.185185185,18.49846138,2,12,0.823529412,0.666666667,0.75,6.107142857,15.35714286,3.714285714,0.528644106,38.64285714,13.92857143,7.892857143,15.72304845,2,5,0
0.769230769,0.714285714,0.724137931,7.896551724,16.20689655,1.517241379,0.548617235,40.93103448,14.75862069,8.724137931,17.53546586,2,9,0.9375,0.363636364,0.6875,6.96875,14.75,1.53125,0.543671507,34,11.3125,8.25,15.51529334,2,8,0
0.9375,0.545454545,0.8,14,16.03333333,2.2,0.554195256,37.26666667,13.13333333,7.9,14.79923759,1,4,1,0.785714286,0.827586207,7.689655172,15.37931034,4,0.550034959,37.72413793,12.20689655,10.93103448,18.53022759,1,13,1
0.9375,0.545454545,0.8,14,16.03333333,2.2,0.554195256,37.26666667,13.13333333,7.9,14.79923759,1,4,0.923076923,0.777777778,0.8,9.733333333,16.76666667,2.8,0.558304416,34.96666667,12.03333333,6.833333333,16.08635229,1,5,0
0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0.733333333,0.636363636,0.7,3.2,13.73333333,1.233333333,0.559614323,35.83333333,12.06666667,5.7,17.29865846,2,7,1
0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0.933333333,0.8,0.84375,14.78125,14.25,4.9375,0.580230827,36.25,13.40625,9.34375,17.06685936,1,1,1
0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,1
0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0.882352941,0.4,0.7,9.1,16.63333333,2.033333333,0.556878332,35.63333333,11.43333333,7.566666667,16.02847707,2,6,1
0.944444444,0.6,0.818181818,15.15151515,18.24242424,6.060606061,0.552542705,44.78787879,15.3030303,6.151515152,16.14653643,1,2,0.833333333,0.666666667,0.733333333,4.3,14.56666667,1.8,0.520111382,36.53333333,11.63333333,7,16.43934083,2,15,1
0.833333333,0.545454545,0.75,3.875,14.9375,1.65625,0.55444381,38,12.21875,4.53125,18.86738425,2,10,0.733333333,0.636363636,0.7,3.2,13.73333333,1.233333333,0.559614323,35.83333333,12.06666667,5.7,17.29865846,2,7,0
0.933333333,0.8,0.84375,14.78125,14.25,4.9375,0.580230827,36.25,13.40625,9.34375,17.06685936,1,1,0.923076923,0.777777778,0.8,9.733333333,16.76666667,2.8,0.558304416,34.96666667,12.03333333,6.833333333,16.08635229,1,5,1
0.933333333,0.8,0.84375,14.78125,14.25,4.9375,0.580230827,36.25,13.40625,9.34375,17.06685936,1,1,0.866666667,0.5,0.678571429,7.821428571,13.25,1.785714286,0.554129885,37.10714286,11.78571429,6.785714286,16.73890182,2,8,1
0.933333333,0.8,0.84375,14.78125,14.25,4.9375,0.580230827,36.25,13.40625,9.34375,17.06685936,1,1,0.8125,0.538461538,0.696969697,8.060606061,13.48484848,0.96969697,0.548359343,35.48484848,11.78787879,7.03030303,16.13122613,2,7,1
0.909090909,0.4,0.571428571,1.892857143,15.71428571,0.214285714,0.57738934,30.32142857,9.142857143,6.357142857,20.14586175,2,15,1,0.777777778,0.896551724,14.31034483,16.06896552,3.034482759,0.594034521,35.55172414,11.37931034,7.862068966,16.84942125,1,2,0
0.733333333,0.444444444,0.666666667,7.833333333,16.26666667,1.2,0.598608272,35.16666667,10.23333333,6.533333333,18.42225803,2,5,0.866666667,0.727272727,0.827586207,10.89655172,10.79310345,2.793103448,0.55887908,34.86206897,12.17241379,9.448275862,16.30124155,1,12,0
0.666666667,0.2,0.466666667,-1.866666667,12.7,0.066666667,0.545135678,33.96666667,11.43333333,8.333333333,20.21286143,3,16,0.846153846,0.777777778,0.866666667,10.33333333,15.6,2.566666667,0.560604539,35.83333333,11.8,7.9,18.03747633,1,1,0
0.666666667,0.2,0.466666667,-1.866666667,12.7,0.066666667,0.545135678,33.96666667,11.43333333,8.333333333,20.21286143,3,16,0.916666667,0.357142857,0.642857143,2.178571429,12.5,1.392857143,0.531711552,35.60714286,11.17857143,7.178571429,19.04884089,2,16,1
0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,0.923076923,0.5,0.714285714,6.678571429,17.25,2.642857143,0.554828115,38.57142857,12.07142857,6.892857143,17.60714207,2,4,1
0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,1,0.384615385,0.733333333,9.333333333,14.23333333,2.433333333,0.545964464,38.86666667,13.4,6.5,15.77319271,2,10,1
0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,0.8,0.454545455,0.689655172,3.965517241,13,0.793103448,0.555507319,34.82758621,8.931034483,5.24137931,16.84052844,2,14,1
0.8,0.583333333,0.71875,10.78125,15.78125,2.84375,0.572037481,37.46875,11.375,8.84375,18.39168801,2,3,1,0.777777778,0.896551724,14.31034483,16.06896552,3.034482759,0.594034521,35.55172414,11.37931034,7.862068966,16.84942125,1,2,1
1,1,0.931034483,16.4137931,18.20689655,3.517241379,0.621706666,39.48275862,11.55172414,6.275862069,16.90609416,1,2,1,0.384615385,0.733333333,9.333333333,14.23333333,2.433333333,0.545964464,38.86666667,13.4,6.5,15.77319271,2,10,0
1,1,0.931034483,16.4137931,18.20689655,3.517241379,0.621706666,39.48275862,11.55172414,6.275862069,16.90609416,1,2,0.666666667,0.4,0.586206897,0.827586207,15.4137931,1.137931034,0.545911709,38.4137931,11.89655172,6.655172414,19.57186244,2,15,1
0.916666667,0.769230769,0.774193548,7.483870968,14.77419355,1.516129032,0.534759069,35.4516129,13.29032258,7.677419355,16.05803452,1,13,0.923076923,0.5,0.714285714,6.678571429,17.25,2.642857143,0.554828115,38.57142857,12.07142857,6.892857143,17.60714207,2,4,0
0.923076923,0.777777778,0.8,9.733333333,16.76666667,2.8,0.558304416,34.96666667,12.03333333,6.833333333,16.08635229,1,5,0.928571429,0.714285714,0.833333333,11.4,18.83333333,3,0.586004952,37.53333333,12.23333333,7.666666667,16.7572207,1,12,1
0.923076923,0.5,0.714285714,6.678571429,17.25,2.642857143,0.554828115,38.57142857,12.07142857,6.892857143,17.60714207,2,4,0.916666667,0.692307692,0.766666667,5.366666667,14.3,1.466666667,0.582642677,33.53333333,9.266666667,5.833333333,19.04905797,1,12,1
0.923076923,0.5,0.714285714,6.678571429,17.25,2.642857143,0.554828115,38.57142857,12.07142857,6.892857143,17.60714207,2,4,0.933333333,0.5,0.689655172,7.551724138,17.5862069,1.586206897,0.526502461,35.03448276,12.34482759,11.75862069,15.98882344,2,9,1
0.846153846,0.777777778,0.866666667,10.33333333,15.6,2.566666667,0.560604539,35.83333333,11.8,7.9,18.03747633,1,1,0.933333333,0.5,0.689655172,7.551724138,17.5862069,1.586206897,0.526502461,35.03448276,12.34482759,11.75862069,15.98882344,2,9,0
0.857142857,0.285714286,0.548387097,1.741935484,13.77419355,0.483870968,0.517784633,37.38709677,13.22580645,8.774193548,19.25799414,2,16,1,1,0.964285714,16.28571429,16.53571429,3.428571429,0.597505796,32.92857143,9.678571429,9.142857143,15.17408646,1,1,0
